,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,79,0.60041,0.6405,0.70708,0.70019,0.75319,0.73516,0.7286,0.73456,0.74541,0.73917,0.73651
roc_auc,80,0.57931,0.60773,0.70087,0.7434,0.74724,0.74518,0.73734,0.73461,0.72303,0.73047,0.72502
roc_auc,81,0.63538,0.63665,0.73706,0.75373,0.79389,0.78257,0.79081,0.78113,0.76338,0.76605,0.75694
roc_auc,82,0.57152,0.61375,0.67985,0.7273,0.74945,0.7212,0.72058,0.73111,0.75073,0.75397,0.7521
roc_auc,83,0.59893,0.59882,0.68418,0.76222,0.7733,0.73619,0.77355,0.76462,0.75713,0.74711,0.75713
roc_auc,84,0.57695,0.58443,0.70958,0.74345,0.74547,0.72402,0.75391,0.76156,0.75842,0.76461,0.77481
roc_auc,85,0.62459,0.65077,0.75807,0.76765,0.77453,0.77659,0.79035,0.78342,0.78969,0.79407,0.79513
roc_auc,86,0.5764,0.59913,0.65259,0.73389,0.74663,0.7487,0.75151,0.76569,0.7486,0.74386,0.75325
roc_auc,87,0.59919,0.61834,0.6816,0.68434,0.7081,0.74117,0.73158,0.7402,0.74702,0.74113,0.75019
roc_auc,88,0.5945,0.62381,0.73389,0.75689,0.753,0.74225,0.74501,0.75236,0.76533,0.7614,0.76054
roc_auc,89,0.55851,0.61429,0.68938,0.72981,0.74501,0.74244,0.75016,0.7289,0.7386,0.72567,0.72195
roc_auc,90,0.63311,0.65138,0.73414,0.76906,0.79,0.78812,0.7831,0.76016,0.77254,0.75909,0.78008
roc_auc,91,0.61403,0.63574,0.71704,0.78016,0.77874,0.75549,0.76652,0.77774,0.77514,0.77824,0.80949
roc_auc,92,0.62318,0.60568,0.711,0.78288,0.82245,0.80944,0.79991,0.80987,0.79348,0.78119,0.78469
roc_auc,93,0.63859,0.61759,0.73491,0.76448,0.77805,0.77812,0.78797,0.7887,0.794,0.7757,0.79298
roc_auc,94,0.60799,0.59563,0.65503,0.68164,0.70297,0.70242,0.73164,0.74155,0.7382,0.72612,0.72812
